02/12/2015;M;2-9-7-0;18
02/11/2015;E;9-7-5-5;26
02/11/2015;M;3-2-2-6;13
02/10/2015;E;1-7-4-5;17
02/10/2015;M;7-5-0-7;19
02/09/2015;E;5-2-1-7;15
02/09/2015;M;0-8-1-9;18
02/08/2015;E;4-4-2-5;15
02/08/2015;M;7-1-3-9;20
02/07/2015;E;1-3-6-9;19
02/07/2015;M;0-1-9-2;12
02/06/2015;E;4-3-1-3;11
02/06/2015;M;8-2-6-3;19
02/05/2015;E;7-3-3-6;19
02/05/2015;M;4-5-3-6;18
02/04/2015;E;0-7-3-1;11
02/04/2015;M;7-7-3-6;23
02/03/2015;E;1-5-5-4;15
02/03/2015;M;7-0-4-6;17
02/02/2015;E;4-9-4-1;18
02/02/2015;M;8-5-7-7;27
02/01/2015;E;9-8-8-2;27
02/01/2015;M;6-0-9-3;18
01/31/2015;E;3-0-0-0;03
01/31/2015;M;8-9-4-5;26
01/30/2015;E;8-1-6-1;16
01/30/2015;M;2-8-4-0;14
01/29/2015;E;4-5-0-8;17
01/29/2015;M;8-8-6-3;25
01/28/2015;E;3-9-2-6;20
01/28/2015;M;4-3-0-4;11
01/27/2015;E;6-5-0-9;20
01/27/2015;M;7-0-0-5;12
01/26/2015;E;7-4-1-9;21
01/26/2015;M;7-2-4-5;18
01/25/2015;E;4-9-3-0;16
01/25/2015;M;3-8-1-0;12
01/24/2015;E;1-6-2-0;09
01/24/2015;M;2-8-2-1;13
01/23/2015;E;4-3-6-4;17
01/23/2015;M;0-5-6-3;14
01/22/2015;E;3-7-2-4;16
01/22/2015;M;3-2-2-0;07
01/21/2015;E;1-7-7-1;16
01/21/2015;M;8-5-0-5;18
01/20/2015;E;7-9-9-8;33
01/20/2015;M;0-4-0-5;09
01/19/2015;E;1-3-3-8;15
01/19/2015;M;8-0-3-2;13
01/18/2015;E;8-1-1-4;14
01/18/2015;M;4-4-8-0;16
01/17/2015;E;6-3-7-4;20
01/17/2015;M;9-2-9-7;27
01/16/2015;E;5-9-8-7;29
01/16/2015;M;5-3-1-7;16
01/15/2015;E;9-0-3-2;14
01/15/2015;M;5-2-4-7;18
01/14/2015;E;1-5-4-3;13
01/14/2015;M;1-6-5-6;18
01/13/2015;E;4-3-9-6;22
01/13/2015;M;1-3-6-4;14
01/12/2015;E;9-2-4-1;16
01/12/2015;M;1-7-2-2;12
01/11/2015;E;2-5-8-6;21
01/11/2015;M;6-2-3-7;18
01/10/2015;E;1-0-9-2;12
01/10/2015;M;1-4-1-7;13
01/09/2015;E;2-1-2-4;09
01/09/2015;M;8-9-5-2;24
01/08/2015;E;9-5-9-4;27
01/08/2015;M;2-2-1-1;06
01/07/2015;E;3-4-7-0;14
01/07/2015;M;6-2-6-6;20
01/06/2015;E;9-2-9-9;29
01/06/2015;M;5-5-9-1;20
01/05/2015;E;5-5-5-5;20
01/05/2015;M;0-6-9-1;16
01/04/2015;E;7-6-7-2;22
01/04/2015;M;8-7-7-0;22
01/03/2015;E;9-0-1-8;18
01/03/2015;M;0-1-5-6;12
01/02/2015;E;3-7-0-5;15
01/02/2015;M;1-3-1-7;12
01/01/2015;E;3-8-9-0;20
01/01/2015;M;5-9-2-6;22
12/31/2014;E;0-5-5-8;18
12/31/2014;M;9-9-5-3;26
12/30/2014;E;3-5-7-2;17
12/30/2014;M;0-8-1-9;18
12/29/2014;E;1-2-7-2;12
12/29/2014;M;9-4-9-1;23
12/28/2014;E;5-4-8-4;21
12/28/2014;M;6-6-5-8;25
12/27/2014;E;5-2-9-7;23
